teamName,teamId,goalsScored,goalsConceded,ownGoals,assists,shots,penaltyGoals,penaltiesTaken,freeKickGoals,freeKickShots,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,bigChances,bigChancesCreated,bigChancesMissed,shotsOnTarget,shotsOffTarget,blockedScoringAttempt,successfulDribbles,dribbleAttempts,corners,hitWoodwork,fastBreaks,fastBreakGoals,fastBreakShots,averageBallPossession,totalPasses,accuratePasses,accuratePassesPercentage,totalOwnHalfPasses,accurateOwnHalfPasses,accurateOwnHalfPassesPercentage,totalOppositionHalfPasses,accurateOppositionHalfPasses,accurateOppositionHalfPassesPercentage,totalLongBalls,accurateLongBalls,accurateLongBallsPercentage,totalCrosses,accurateCrosses,accurateCrossesPercentage,cleanSheets,tackles,interceptions,saves,errorsLeadingToGoal,errorsLeadingToShot,penaltiesCommited,penaltyGoalsConceded,clearances,clearancesOffLine,lastManTackles,totalDuels,duelsWon,duelsWonPercentage,totalGroundDuels,groundDuelsWon,groundDuelsWonPercentage,totalAerialDuels,aerialDuelsWon,aerialDuelsWonPercentage,possessionLost,offsides,fouls,yellowCards,yellowRedCards,redCards,avgRating,accurateFinalThirdPassesAgainst,accurateOppositionHalfPassesAgainst,accurateOwnHalfPassesAgainst,accuratePassesAgainst,bigChancesAgainst,bigChancesCreatedAgainst,bigChancesMissedAgainst,clearancesAgainst,cornersAgainst,crossesSuccessfulAgainst,crossesTotalAgainst,dribbleAttemptsTotalAgainst,dribbleAttemptsWonAgainst,errorsLeadingToGoalAgainst,errorsLeadingToShotAgainst,hitWoodworkAgainst,interceptionsAgainst,keyPassesAgainst,longBallsSuccessfulAgainst,longBallsTotalAgainst,offsidesAgainst,redCardsAgainst,shotsAgainst,shotsBlockedAgainst,shotsFromInsideTheBoxAgainst,shotsFromOutsideTheBoxAgainst,shotsOffTargetAgainst,shotsOnTargetAgainst,blockedScoringAttemptAgainst,tacklesAgainst,totalFinalThirdPassesAgainst,oppositionHalfPassesTotalAgainst,ownHalfPassesTotalAgainst,totalPassesAgainst,yellowCardsAgainst,throwIns,goalKicks,ballRecovery,freeKicks,id,matches,awardedMatches,statisticsType,league
Levante UD,2849,28,44,2,16,286,2,3,1,13,25,3,187,99,5,8,15,61,47,40,84,109,93,174,383,97,7,29,3,27,42.076923076923,9278,7313,78.82086656607,4604,4125,89.596003475239,4674,3188,68.207103123663,964,410,42.53112033195,394,103,26.142131979695,5,423,226,104,2,11,3,2,699,5,6,2539,1249,49.192595510043,1851,911,49.216639654241,688,338,49.127906976744,3284,49,316,56,1,3,6.7324390243902,2835,6014,5205,11219,77,56,50,710,171,142,565,430,188,3,13,10,209,335,634,1285,35,3,432,114,287,145,170,148,114,449,3742,7423,5651,13074,59,446,253,1178,316,48318,26,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Spain La Liga
Villarreal,2819,48,31,0,31,309,3,3,0,5,38,9,215,94,4,19,23,75,56,45,114,129,66,202,434,104,6,48,9,41,43.807692307692,10366,8553,82.510129268763,5132,4584,89.321901792673,5234,3969,75.831104317921,886,437,49.322799097065,322,84,26.086956521739,8,475,225,63,8,22,7,6,679,2,4,2542,1248,49.095200629426,1968,975,49.542682926829,574,273,47.560975609756,3072,55,330,61,1,3,6.8509756097561,2910,6025,5736,11761,50,40,33,559,114,97,502,524,244,6,9,2,215,232,672,1285,26,3,335,106,207,128,134,95,106,451,3871,7450,6173,13623,52,477,200,1203,301,48108,26,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Spain La Liga
Barcelona,2817,71,26,0,55,535,4,7,0,19,59,11,344,191,8,28,34,123,97,77,194,194,147,299,578,196,27,32,5,26,69.192307692308,17103,15349,89.744489270888,6841,6405,93.626662768601,10262,8944,87.156499707659,736,423,57.472826086957,398,105,26.381909547739,10,414,191,71,1,12,4,3,446,2,4,2386,1294,54.233025984912,1899,1007,53.027909426014,487,287,58.932238193018,3054,55,241,40,2,2,7.079648241206,1175,2224,3341,5565,62,52,43,663,110,75,295,362,163,13,14,4,226,189,577,1372,124,7,242,59,192,50,86,98,58,502,1947,3508,3852,7360,59,447,110,1233,297,48301,26,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Spain La Liga
Mallorca,2826,31,44,2,20,267,5,6,0,7,27,4,175,92,6,15,8,52,37,31,101,112,54,183,376,89,1,19,3,16,44.037037037037,10232,8151,79.661845191556,5014,4456,88.8711607499,5218,3695,70.812571866616,1071,500,46.685340802988,461,128,27.765726681128,3,382,191,93,4,9,6,5,790,5,2,2548,1287,50.510204081633,1752,868,49.543378995434,796,419,52.638190954774,3374,35,308,59,2,4,6.7396181384248,3129,6086,4941,11027,75,57,45,622,186,123,568,364,182,5,9,11,177,297,671,1369,38,8,412,128,253,159,149,135,128,419,4107,7588,5431,13019,50,498,221,1201,317,48300,27,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Spain La Liga
Sevilla,2833,34,41,0,21,294,4,5,0,5,25,6,193,101,1,11,19,38,28,25,101,108,85,184,400,128,8,30,6,25,54.115384615385,11157,9189,82.360849690777,5636,5115,90.755855216466,5521,4074,73.790979894947,973,486,49.948612538541,420,109,25.952380952381,5,465,218,76,6,15,9,7,674,0,4,2706,1360,50.258684405026,1965,969,49.312977099237,741,391,52.7665317139,3391,73,393,77,2,4,6.7441396508728,1652,3548,3817,7365,76,52,46,613,124,98,425,423,198,4,10,6,200,210,503,1305,21,3,282,76,206,76,90,116,76,431,2623,5079,4279,9358,54,504,156,1250,327,48473,26,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Spain La Liga
Athletic Club,2825,30,36,1,18,370,5,6,0,2,26,3,251,119,2,5,22,59,41,38,118,137,115,186,438,140,8,15,2,13,49.576923076923,10697,8568,80.097223520613,4334,3876,89.432395016151,6363,4692,73.738802451674,868,435,50.115207373272,605,124,20.495867768595,5,390,239,74,4,17,4,3,579,1,3,2725,1259,46.201834862385,1902,860,45.21556256572,823,399,48.481166464156,3776,32,363,58,1,6,6.7132029339853,1436,3232,5676,8908,58,42,35,814,102,87,350,409,205,1,18,6,263,161,679,1634,90,4,247,47,157,90,92,109,46,497,2415,4842,6404,11246,55,565,143,1364,293,48472,26,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Spain La Liga
1. FC Heidenheim,5885,24,57,1,15,291,1,1,1,8,22,2,192,99,3,8,13,59,50,43,85,134,72,131,288,117,4,21,4,19,42.48,9201,7066,76.796000434735,4565,4069,89.134720700986,4636,2997,64.646246764452,889,404,45.444319460067,421,104,24.703087885986,0,371,235,85,9,18,6,5,818,5,3,2375,1163,48.968421052632,1515,748,49.372937293729,860,415,48.255813953488,3321,48,257,37,0,1,6.6518987341772,2866,6045,4848,10893,83,61,46,692,122,106,458,421,217,3,12,10,174,296,604,1333,27,1,385,92,266,119,148,145,92,313,3979,7717,5280,12997,47,464,223,1224,257,48990,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
VfB Stuttgart,2677,50,34,1,39,377,4,5,0,5,42,7,250,127,4,13,32,69,55,43,149,135,93,154,285,135,4,29,3,26,58.48,13198,11158,84.543112592817,5558,5037,90.626124505218,7640,6121,80.11780104712,782,368,47.058823529412,498,129,25.903614457831,9,358,210,75,4,14,8,7,647,3,6,2300,1239,53.869565217391,1478,801,54.194857916103,822,438,53.284671532847,3281,52,243,49,0,1,6.9225464190981,1672,3231,3929,7160,59,39,36,699,104,92,382,279,114,6,12,7,258,215,625,1531,42,3,314,85,226,88,119,110,85,337,2634,4817,4506,9323,38,474,155,1203,296,48997,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
1. FC Union Berlin,2547,29,38,1,16,299,2,4,0,6,26,3,222,77,5,6,17,52,31,34,86,136,77,113,252,125,9,26,2,23,39.041666666667,7758,5564,71.719515339005,3360,2909,86.577380952381,4398,2655,60.368349249659,1041,413,39.673390970221,480,140,29.166666666667,5,365,205,66,3,7,6,6,754,2,5,2567,1246,48.539150759642,1500,710,47.333333333333,1067,536,50.234301780694,3469,37,316,55,0,2,6.7197333333333,2134,5077,5459,10536,59,47,37,813,103,105,448,315,157,5,16,7,152,218,546,1300,30,3,300,80,194,106,119,102,79,343,3127,6627,6017,12644,50,494,185,1131,240,48996,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
SV Werder Bremen,2534,25,44,1,18,325,2,3,0,10,21,3,201,124,4,6,14,44,34,29,101,123,101,152,340,109,6,37,3,34,51.041666666667,11512,9441,82.010076441974,5792,5148,88.881215469613,5720,4293,75.052447552448,1074,501,46.648044692737,438,107,24.429223744292,5,413,228,81,7,11,4,4,674,6,0,2163,1094,50.577901063338,1546,777,50.25873221216,617,317,51.377633711507,3285,35,245,56,3,3,6.7352777777778,2284,4702,4601,9303,65,52,41,649,116,102,424,376,178,3,17,9,285,254,568,1229,37,2,327,79,220,107,119,129,79,360,3238,6167,5078,11245,36,502,183,1164,217,48993,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
RB Leipzig,36360,48,34,1,36,403,1,3,1,11,40,6,290,113,6,18,22,89,68,59,144,145,114,283,531,138,16,34,4,29,54.08,12801,10871,84.923052886493,6195,5663,91.412429378531,6606,5208,78.837420526794,905,445,49.171270718232,428,115,26.869158878505,9,366,219,63,5,14,3,2,709,3,10,2432,1241,51.027960526316,1729,897,51.87969924812,703,344,48.933143669986,3298,34,231,36,0,0,6.9693150684931,1899,4078,4740,8818,61,55,40,708,113,96,433,308,145,7,12,7,216,232,598,1315,60,0,301,88,204,97,115,99,87,475,2851,5606,5252,10858,52,446,183,1272,254,48957,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
VfL Wolfsburg,2524,34,55,4,28,291,3,3,1,6,32,2,179,112,7,13,14,60,47,36,98,128,65,120,303,96,9,32,4,26,46.24,10374,8277,79.786003470214,5326,4749,89.166353736388,5048,3528,69.889064976228,947,402,42.449841605069,365,104,28.493150684932,1,384,218,90,4,9,11,7,901,4,6,2376,1130,47.558922558923,1546,728,47.089262613195,830,402,48.433734939759,3213,31,292,49,1,2,6.7088,2636,5144,4868,10012,80,57,49,563,186,164,688,368,202,4,23,13,182,280,693,1412,50,0,387,105,266,121,139,143,105,355,3610,6670,5391,12061,44,441,223,1065,227,48991,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
SC Freiburg,2538,37,42,1,20,312,5,6,1,8,33,2,212,100,3,6,26,52,35,29,105,118,89,146,320,112,7,17,1,16,47.52,10118,8206,81.102984779601,4771,4324,90.630894990568,5347,3882,72.601458761923,776,361,46.520618556701,465,128,27.52688172043,5,348,222,74,9,18,1,0,658,2,3,2363,1218,51.544646635633,1475,777,52.677966101695,888,441,49.662162162162,3210,49,238,39,1,3,6.7647668393782,2267,4702,4716,9418,56,46,35,783,103,135,457,281,121,4,8,4,198,261,580,1290,34,3,348,106,225,123,128,114,106,360,3155,6147,5217,11364,59,463,173,1077,287,49000,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
Hamburger SV,2676,28,36,0,18,317,3,5,1,9,27,1,208,109,3,11,14,46,34,31,119,120,78,179,349,94,10,42,9,34,46.8,10159,8267,81.376119696821,5564,5060,90.941768511862,4595,3207,69.793253536453,891,414,46.464646464646,429,99,23.076923076923,6,362,208,76,6,15,6,4,773,4,3,2427,1258,51.833539348991,1628,841,51.658476658477,799,417,52.190237797247,3124,51,301,55,5,6,6.7860406091371,2432,5460,4195,9655,71,51,43,650,133,124,470,323,145,2,15,9,209,257,466,1204,34,2,347,86,227,120,145,116,86,360,3503,7069,4580,11649,55,449,224,1093,312,49293,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
Eintracht Frankfurt,2674,48,49,1,34,279,4,4,0,7,45,3,194,85,6,20,22,64,47,36,108,93,78,154,329,103,9,21,4,18,52.875,11788,9814,83.254156769596,5865,5292,90.230179028133,5923,4522,76.346446057741,874,411,47.025171624714,363,79,21.763085399449,5,397,225,62,11,13,3,3,630,2,6,2266,1076,47.484554280671,1561,768,49.199231262012,705,308,43.687943262411,3164,28,261,43,2,2,6.7506666666667,2014,4205,4499,8704,66,53,35,667,102,108,407,366,163,6,11,10,205,216,576,1227,69,2,299,66,208,91,121,112,66,385,2918,5600,4989,10589,48,482,184,1100,220,48992,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
FC St. Pauli,2526,23,40,0,16,249,4,5,1,6,21,2,149,100,5,6,12,36,26,27,85,87,77,116,249,111,3,26,1,25,44.75,10500,8239,78.466666666667,4967,4415,88.886651902557,5533,3824,69.112597144406,1004,370,36.852589641434,425,73,17.176470588235,4,402,234,89,6,12,4,2,656,2,5,2219,1088,49.031095087877,1401,737,52.60528194147,818,351,42.909535452323,3389,48,244,36,0,1,6.7080229226361,2031,5159,6129,11288,77,57,47,720,125,99,372,358,145,6,5,11,209,204,627,1347,53,2,281,67,193,88,85,129,67,292,3046,6744,6617,13361,45,515,154,1164,230,49073,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
1. FC Köln,2671,33,41,0,23,310,1,1,1,9,27,5,214,96,6,8,18,57,47,38,105,121,84,117,271,104,6,32,7,28,47.083333333333,9753,7858,80.570081000718,4758,4292,90.205968894493,4995,3566,71.391391391391,752,315,41.88829787234,468,129,27.564102564103,3,351,188,75,3,9,5,3,729,2,3,2255,1164,51.618625277162,1376,707,51.380813953488,879,457,51.990898748578,3128,44,195,38,0,1,6.8097883597884,2157,4412,4700,9112,66,47,39,722,143,139,478,313,146,6,9,8,158,258,557,1199,50,4,345,98,238,107,130,117,98,344,3135,5861,5127,10988,54,485,217,1023,250,49205,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
Bayer 04 Leverkusen,2681,48,32,1,34,346,4,4,3,17,40,7,211,135,9,19,19,88,64,53,114,144,88,175,401,127,12,43,9,36,59.8,15656,13826,88.311190597854,7278,6735,92.539159109646,8378,7091,84.63833850561,910,488,53.626373626374,405,92,22.716049382716,7,337,198,88,5,16,3,3,562,1,8,2140,1119,52.289719626168,1520,779,51.25,620,340,54.838709677419,3013,32,221,53,2,2,6.9235142118863,2050,3981,4380,8361,54,39,32,585,111,100,408,255,116,8,16,8,256,232,530,1247,27,3,302,69,193,109,114,119,69,419,2913,5341,4884,10225,62,428,174,1228,273,48994,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
Borussia Dortmund,2673,51,25,0,38,312,4,6,0,5,48,2,225,87,12,12,26,70,53,34,115,106,91,192,409,127,5,29,5,24,52.708333333333,11696,9800,83.789329685363,5007,4562,91.112442580387,6689,5238,78.307669307819,862,450,52.204176334107,448,114,25.446428571429,11,342,198,60,1,14,3,3,604,0,9,2285,1140,49.890590809628,1573,763,48.50603941513,712,377,52.949438202247,3215,32,284,45,0,2,6.9571830985915,1693,3589,4834,8423,49,39,35,666,108,115,407,299,135,3,14,9,249,216,596,1395,50,2,263,66,184,79,114,83,66,405,2542,4969,5409,10378,39,476,161,1211,237,49074,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
1. FSV Mainz 05,2556,29,41,2,17,288,7,8,0,5,28,1,222,66,5,3,21,71,51,47,93,113,82,136,288,127,14,19,3,16,44,9261,6898,74.484396933377,3890,3388,87.095115681234,5371,3510,65.3509588531,1017,425,41.789577187807,499,128,25.65130260521,2,375,266,87,2,10,2,2,779,5,4,2673,1301,48.67190422746,1543,749,48.541801685029,1130,552,48.849557522124,3735,56,286,57,1,5,6.7535135135135,2289,5048,4927,9975,70,54,43,902,108,100,431,343,162,5,11,9,217,279,640,1477,37,1,367,98,254,113,139,130,98,366,3400,6768,5576,12344,45,553,194,1212,244,49204,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
FC Augsburg,2600,31,43,2,20,325,3,4,0,10,29,2,202,123,6,11,14,47,37,27,110,133,82,165,356,120,10,27,2,27,45.84,10293,8196,79.626930923929,4817,4279,88.831222752751,5476,3917,71.530314097882,841,387,46.016646848989,460,108,23.478260869565,5,396,200,69,6,11,7,6,734,5,5,2505,1228,49.021956087824,1674,834,49.820788530466,831,394,47.412755716005,3463,55,298,66,1,1,6.7714652956298,2227,4818,5474,10292,70,46,38,710,127,105,421,374,169,5,11,9,241,240,588,1351,45,2,340,100,239,101,125,115,100,397,3290,6444,5984,12428,43,475,212,1210,281,49001,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
FC Bayern München,2672,92,24,0,69,472,11,11,0,9,80,9,321,151,12,27,50,120,97,61,220,137,115,236,496,155,16,46,11,36,66.72,17454,15743,90.19708949238,6503,6102,93.833615254498,10951,9641,88.037622134965,846,551,65.130023640662,398,83,20.854271356784,9,312,209,39,8,20,3,2,417,2,5,2089,1017,48.683580660603,1603,764,47.660636306925,486,253,52.057613168724,3021,60,228,42,0,0,7.1302631578947,1173,2373,4263,6636,48,39,32,727,84,74,287,327,168,12,20,11,261,180,526,1283,44,4,245,73,164,81,108,64,73,463,1929,3613,4868,8481,37,479,148,1310,219,48956,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
TSG Hoffenheim,2569,53,33,0,36,346,4,4,2,10,41,8,249,97,11,10,28,77,59,42,133,137,76,139,296,133,11,40,6,35,54.16,11700,9398,80.324786324786,5399,4889,90.553806260419,6301,4509,71.560069830186,996,445,44.678714859438,470,136,28.936170212766,6,392,198,74,4,7,5,4,825,3,2,2572,1253,48.716951788491,1604,746,46.508728179551,968,507,52.376033057851,3606,45,350,49,0,2,6.8667546174142,1746,3418,4192,7610,58,40,35,805,134,102,472,385,186,6,9,6,235,227,708,1641,42,2,318,89,213,105,122,107,89,353,2681,5025,4853,9878,33,538,164,1301,223,48995,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
Borussia M'gladbach,2527,28,43,2,17,290,4,7,0,2,26,0,193,97,7,5,14,47,30,25,104,112,74,129,302,107,9,23,4,19,45.88,10941,9041,82.634128507449,5798,5177,89.289410141428,5143,3864,75.131246354268,789,359,45.500633713561,411,96,23.357664233577,9,432,233,97,3,11,4,4,789,1,3,2331,1194,51.222651222651,1618,819,50.61804697157,713,375,52.594670406732,3124,45,275,35,0,2,6.762467191601,2881,6131,5336,11467,56,43,31,598,118,98,428,374,168,5,8,13,189,281,506,1148,51,0,363,91,220,143,132,140,91,376,3870,7565,5785,13350,53,435,182,1191,261,49292,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",Germany Bundesliga
Olympique de Marseille,1641,51,33,2,38,345,5,7,1,11,40,10,219,126,4,10,36,69,53,38,137,125,83,151,350,118,10,26,3,22,57.833333333333,13557,12044,88.839713800988,6387,6007,94.050414905276,7170,6037,84.198047419805,729,386,52.949245541838,387,87,22.480620155039,6,350,181,68,3,13,4,4,422,3,5,2006,968,48.255234297109,1540,736,47.792207792208,466,232,49.785407725322,2589,26,309,54,1,4,6.8651226158038,1466,3321,4888,8209,70,52,50,568,86,59,321,346,163,8,16,10,192,181,457,966,60,4,248,58,178,70,88,102,58,345,2115,4344,5355,9699,38,374,147,1123,244,48095,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Nantes,1647,22,41,1,11,244,2,4,0,9,19,2,152,92,4,1,16,42,29,27,66,103,75,171,394,76,12,26,3,24,43,8761,6982,79.694098847164,4712,4205,89.240237691002,4049,2777,68.584835761917,847,372,43.919716646989,354,82,23.16384180791,4,405,171,75,7,16,3,3,656,1,9,2366,1191,50.338123415046,1719,861,50.087260034904,647,330,51.004636785162,3019,31,304,50,0,1,6.6981081081081,2322,4822,5035,9857,68,51,40,561,140,122,524,369,164,3,15,8,188,255,549,1137,67,4,335,88,231,104,131,116,88,414,3217,6138,5412,11550,60,473,208,1080,305,48481,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
RC Lens,1648,45,21,0,32,349,4,5,0,6,41,3,248,101,9,18,17,90,67,61,123,142,84,185,390,135,7,43,6,36,49,10761,9095,84.518167456556,5267,4794,91.019555724321,5494,4301,78.285402257008,814,430,52.825552825553,484,135,27.892561983471,9,466,270,64,4,7,5,2,508,1,6,2428,1213,49.95881383855,1870,936,50.053475935829,558,277,49.641577060932,2946,50,324,47,2,4,6.9588235294118,1855,4103,5563,9666,47,30,34,515,96,92,368,467,210,6,14,6,207,203,514,1088,21,5,277,87,174,103,104,86,87,430,2658,5370,6118,11488,55,399,145,1307,291,48191,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Angers,1684,22,30,0,11,221,2,2,0,4,20,1,135,86,2,7,12,38,27,23,82,78,61,136,365,83,4,30,4,27,42.375,9883,8202,82.990994637256,5694,5102,89.603090972954,4189,3100,74.003342086417,677,330,48.744460856721,344,74,21.511627906977,8,434,240,88,3,12,5,2,554,1,4,2175,1082,49.747126436782,1625,815,50.153846153846,550,267,48.545454545455,2914,38,264,36,0,1,6.7487738419618,2590,5621,6393,12014,60,44,39,410,124,118,457,379,153,3,17,14,223,241,576,1072,27,2,328,70,210,118,139,119,70,425,3501,6998,6734,13732,28,402,207,1209,252,48423,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Nice,1661,30,44,0,22,276,2,2,0,5,25,3,177,99,3,11,14,60,45,43,100,103,73,179,376,121,4,27,5,24,48.125,10334,8610,83.317205341591,5382,4915,91.32292827945,4952,3695,74.616316639742,766,370,48.302872062663,447,109,24.384787472036,3,368,222,82,5,17,8,7,638,3,2,2304,1134,49.21875,1648,816,49.514563106796,656,318,48.475609756098,2955,34,303,52,1,2,6.7230563002681,2278,4496,4923,9419,64,47,33,561,141,126,502,345,171,1,11,8,213,272,593,1190,17,2,366,104,224,142,135,127,104,388,3109,5817,5367,11184,50,399,171,1231,272,48309,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Metz,1651,22,53,3,13,226,4,5,1,5,17,4,133,93,1,11,9,32,24,18,73,88,65,178,353,98,4,20,3,17,49.125,10889,9364,85.99504086693,6434,5929,92.151072427728,4455,3435,77.104377104377,973,529,54.367934224049,428,90,21.028037383178,4,398,167,88,4,20,7,6,522,1,8,2150,1051,48.883720930233,1653,821,49.667271627344,497,230,46.277665995976,2721,31,271,38,1,4,6.6657458563536,2108,4626,5355,9981,68,54,38,494,117,93,378,416,197,4,12,12,193,266,496,958,36,1,349,80,229,120,132,137,80,387,2904,5769,5688,11457,33,404,196,1091,250,48421,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Auxerre,1646,19,35,2,10,259,3,5,0,4,12,3,162,97,3,1,11,40,25,30,76,101,82,187,387,119,7,34,1,33,44.458333333333,9193,7438,80.909387577505,4167,3732,89.560835133189,5026,3706,73.736569836848,820,400,48.780487804878,404,103,25.49504950495,5,434,256,83,4,13,2,1,487,1,7,2441,1243,50.921753379762,1799,939,52.195664257921,642,304,47.352024922118,3018,30,323,50,3,6,6.7297450424929,1742,4201,5853,10054,63,49,42,581,109,110,361,345,146,3,15,7,203,213,558,1077,33,4,288,66,188,100,106,117,65,422,2530,5449,6306,11755,61,458,163,1162,326,48425,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Stade Rennais,1658,38,35,0,28,314,2,2,0,5,34,3,188,126,9,11,16,53,41,23,107,112,95,155,360,133,8,25,3,22,52,11187,9472,84.669705908644,5402,4864,90.040725657164,5785,4608,79.654278305964,705,340,48.22695035461,450,91,20.222222222222,7,393,197,66,6,14,4,3,523,0,4,2147,1081,50.349324639031,1657,818,49.366324683162,490,263,53.673469387755,3002,55,300,42,1,4,6.8123595505618,1891,3838,4855,8693,70,54,44,554,116,107,419,338,150,6,16,10,246,249,519,1155,45,5,327,94,215,112,132,101,94,405,2723,5104,5338,10442,48,469,197,1169,279,48094,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
AS Monaco,1653,43,37,1,30,303,4,5,0,7,37,4,223,80,6,14,21,77,55,42,107,118,78,141,344,119,9,26,5,23,52.68,11773,9868,83.818907670093,5293,4801,90.704704326469,6480,5067,78.194444444444,800,407,50.875,430,98,22.790697674419,6,449,274,70,4,17,5,4,519,5,4,2373,1168,49.220396123051,1758,850,48.35039817975,615,318,51.707317073171,3239,55,325,57,2,6,6.8146214099217,2030,4009,4639,8648,48,34,27,571,110,84,395,410,201,11,19,7,258,265,556,1219,24,4,333,95,209,124,128,111,94,403,2803,5285,5290,10575,42,494,193,1300,265,48291,25,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Toulouse,1681,33,28,0,20,314,4,7,0,4,28,4,215,99,4,12,16,43,26,23,109,122,83,189,413,117,7,22,1,20,42.916666666667,8884,7218,81.247185952274,4157,3783,91.003127255232,4727,3435,72.66765390311,708,354,50,403,103,25.558312655087,8,398,222,50,4,15,4,4,584,2,4,2465,1224,49.655172413793,1746,843,48.281786941581,719,381,52.990264255911,2934,25,344,56,0,2,6.803591160221,1809,4237,6262,10499,49,33,28,600,120,97,407,364,161,5,22,6,209,183,538,1216,28,3,261,75,155,106,107,79,75,432,2518,5495,6771,12266,50,416,160,1123,266,48310,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Lorient,1656,34,38,2,22,285,2,5,2,10,27,6,183,102,3,11,19,48,33,28,93,125,67,172,360,81,9,20,2,19,45.5,10361,8768,84.625036193418,5425,4929,90.857142857143,4936,3839,77.775526742301,783,404,51.596424010217,396,85,21.464646464646,5,334,213,53,3,10,6,4,590,3,4,2174,1118,51.425942962282,1536,816,53.125,638,302,47.335423197492,2708,38,234,42,0,1,6.78125,2594,5838,5138,10976,59,41,30,489,123,103,485,312,147,7,12,7,197,190,527,1047,25,4,250,66,167,83,92,93,65,369,3386,7017,5521,12538,49,362,174,1073,317,48426,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Lille,1643,37,31,1,25,344,4,5,0,3,34,3,242,102,4,16,17,62,41,38,112,124,108,164,370,150,12,22,2,21,55.666666666667,11838,10073,85.090386889677,5514,5130,93.0359085963,6324,4943,78.162555344719,791,455,57.522123893805,468,118,25.213675213675,8,357,222,57,4,14,3,2,463,1,8,2198,1122,51.046405823476,1618,819,50.61804697157,580,303,52.241379310345,2968,32,275,49,0,5,6.8268096514745,1595,3325,4612,7937,47,32,26,609,88,75,364,362,160,8,13,6,238,164,539,1181,33,3,231,58,144,87,87,87,57,393,2277,4457,5188,9645,45,436,145,1175,307,48374,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
Olympique Lyonnais,1649,39,26,2,30,285,1,3,0,7,34,4,196,89,5,13,20,69,50,42,113,97,75,147,316,131,6,27,5,23,54.5,11249,9638,85.678726997955,6049,5544,91.651512646718,5200,4094,78.730769230769,805,429,53.291925465839,438,103,23.51598173516,12,350,169,62,2,20,3,1,570,2,7,2137,1055,49.368273280299,1571,796,50.6683640993,566,259,45.759717314488,2748,35,330,47,3,6,6.8751515151515,1683,3399,4455,7854,56,38,38,495,114,97,427,316,143,0,10,8,204,204,517,1085,42,6,273,82,174,99,103,88,82,325,2412,4559,4879,9438,55,418,169,1043,304,48192,24,0,"{'sportSlug': 'football', 'statisticsType': 'team'}",France Ligue 1
